0	-1.98796	0.664025	0.62292	-0.00391785	
0	-2.05951	0.674873	0.764962	-0.0239741	
0	-1.94921	0.630392	0.827151	-0.0712733	
0	-1.8612	0.563899	0.886952	-0.136277	
0	-1.80055	0.491184	0.953584	-0.217008	
0	-1.75684	0.421155	1.02725	-0.312413	
0	-1.72349	0.356315	1.10526	-0.421595	
0	-1.69696	0.296422	1.18453	-0.543387	
0	-1.67521	0.240693	1.26262	-0.676192	
0	-1.65696	0.188475	1.33793	-0.81801	
0	-1.6414	0.139304	1.40946	-0.96654	
0	-1.62801	0.0928572	1.47664	-1.11928	
0	-1.61649	0.0489318	1.53915	-1.27363	
0	-1.60664	0.00743084	1.59683	-1.42697	
0	-1.59832	-0.0316396	1.64962	-1.5767	
0	-1.59144	-0.0681835	1.69752	-1.72038	
0	-1.58588	-0.102037	1.74054	-1.85568	
0	-1.58158	-0.132999	1.77872	-1.98051	
0	-1.57848	-0.160859	1.8121	-2.09304	
0	-1.57653	-0.185437	1.84073	-2.19168	
0	-1.57572	-0.206606	1.86463	-2.27518	
0	-1.57606	-0.224311	1.88385	-2.3426	
0	-1.57759	-0.238586	1.89841	-2.39331	
0	-1.58034	-0.249552	1.90833	-2.42703	
0	-1.58439	-0.257407	1.91366	-2.44378	
0	-1.5898	-0.262417	1.91442	-2.44389	
0	-1.59663	-0.264891	1.91069	-2.42795	
0	-1.60492	-0.265162	1.90257	-2.39682	
0	-1.6147	-0.263563	1.89018	-2.35157	
0	-1.62597	-0.26041	1.87372	-2.29347	
0	-1.6387	-0.255981	1.85343	-2.22391	
0	-1.65282	-0.250511	1.8296	-2.14441	
0	-1.66826	-0.244187	1.80259	-2.05657	
0	-1.68489	-0.237145	1.77282	-1.96202	
0	-1.70257	-0.22948	1.74074	-1.8624	
0	-1.72117	-0.221252	1.70683	-1.75931	
0	-1.74053	-0.212497	1.67162	-1.65433	
0	-1.76048	-0.203242	1.63562	-1.54893	
0	-1.78089	-0.193509	1.59935	-1.44451	
0	-1.80162	-0.18333	1.5633	-1.34234	
0	-1.82254	-0.172746	1.5279	-1.24356	
0	-1.84355	-0.161818	1.49357	-1.14919	
0	-1.86458	-0.150617	1.46064	-1.06009	
0	-1.88557	-0.139231	1.42938	-0.976947	
0	-1.90648	-0.127754	1.40001	-0.900331	
0	-1.9273	-0.116283	1.37265	-0.830636	
0	-1.94802	-0.104909	1.34738	-0.768111	
0	-1.96865	-0.0937168	1.32422	-0.712857	
0	-1.98922	-0.0827745	1.3031	-0.664837	
0	-2.00977	-0.072133	1.28393	-0.623885	
0	-2.03034	-0.0618225	1.26657	-0.589716	
0	-2.05096	-0.0518523	1.25084	-0.561936	
0	-2.07169	-0.0422115	1.23656	-0.540058	
0	-2.09258	-0.0328704	1.22349	-0.523517	
0	-2.11366	-0.0237835	1.21141	-0.51168	
0	-2.13498	-0.0148926	1.20007	-0.503865	
0	-2.15659	-0.00613037	1.18924	-0.499353	
0	-2.17853	0.00257632	1.17867	-0.497407	
0	-2.20084	0.0113026	1.16815	-0.497283	
0	-2.22355	0.0201231	1.15743	-0.498241	
0	-2.24669	0.0291083	1.14632	-0.499565	
0	-2.27029	0.0383233	1.13461	-0.500566	
0	-2.29437	0.0478252	1.12212	-0.500597	
0	-2.31898	0.0576626	1.10869	-0.499062	
0	-2.34411	0.0678743	1.09415	-0.495418	
0	-2.3698	0.078489	1.07837	-0.489185	
0	-2.39605	0.089526	1.06122	-0.479948	
0	-2.42288	0.100995	1.0426	-0.467359	
0	-2.4503	0.112897	1.02242	-0.451135	
0	-2.47832	0.125226	1.00058	-0.431062	
0	-2.50694	0.13797	0.977038	-0.406988	
0	-2.53616	0.151109	0.951727	-0.378821	
0	-2.56597	0.164622	0.924608	-0.346522	
0	-2.59637	0.178484	0.895651	-0.310104	
0	-2.62735	0.192668	0.864834	-0.26962	
0	-2.6589	0.207143	0.832144	-0.22516	
0	-2.691	0.221882	0.797574	-0.176843	
0	-2.72363	0.236852	0.761121	-0.124806	
0	-2.75677	0.252025	0.722788	-0.0692011	
0	-2.79041	0.267367	0.682574	-0.0101862	
0	-2.8245	0.282849	0.640481	0.0520821	
0	-2.85904	0.298437	0.596503	0.117455	
0	-2.89399	0.3141	0.550633	0.185797	
0	-2.92934	0.329804	0.502853	0.256993	
0	-2.96506	0.345514	0.453137	0.330949	
0	-3.00113	0.361195	0.401446	0.407604	
0	-3.03752	0.376812	0.34773	0.486925	
0	-3.07422	0.392324	0.291922	0.568915	
0	-3.11121	0.407693	0.23394	0.653615	
0	-3.14847	0.422878	0.173686	0.741102	
0	-3.186	0.437833	0.111042	0.831494	
0	-3.22377	0.452512	0.0458692	0.924949	
0	-3.26178	0.466865	-0.0219889	1.02167	
0	-3.30003	0.480838	-0.0927128	1.12188	
0	-3.33851	0.494371	-0.166506	1.22587	
0	-3.37722	0.5074	-0.243595	1.33396	
0	-3.41616	0.519852	-0.324235	1.44649	
0	-3.45534	0.531646	-0.408706	1.56385	
0	-3.49477	0.542692	-0.497323	1.68647	
0	-3.53446	0.552887	-0.590429	1.81482	
0	-3.57443	0.562114	-0.688408	1.94939	
0	-3.6147	0.570238	-0.791682	2.09071	
0	-3.65531	0.577106	-0.90072	2.23936	
0	-3.69629	0.58254	-1.01604	2.39594	
0	-3.7377	0.586334	-1.13823	2.56111	
0	-3.77959	0.588251	-1.26793	2.73557	
0	-3.82204	0.588013	-1.40587	2.92005	
0	-3.86514	0.585293	-1.55288	3.11536	
0	-3.909	0.57971	-1.70987	3.32238	
0	-3.95376	0.57081	-1.87792	3.54203	
0	-3.99958	0.558058	-2.05823	3.77535	
0	-4.04666	0.540809	-2.25221	4.02346	
0	-4.09528	0.518292	-2.46149	4.28762	
0	-2.61715	1.95534	0.543859	0.198967	
0	-2.78657	2.10844	0.840104	0.186511	
0	-2.67609	2.00579	0.955015	0.145813	
0	-2.59378	1.87379	1.06091	0.0818782	
0	-2.54869	1.7551	1.18039	-0.000295494	
0	-2.52507	1.65213	1.30818	-0.100323	
0	-2.5129	1.56043	1.43664	-0.217676	
0	-2.50674	1.47645	1.56068	-0.350962	
0	-2.50363	1.39818	1.67753	-0.497997	
0	-2.50203	1.32454	1.78594	-0.656036	
0	-2.50122	1.25484	1.88549	-0.821984	
0	-2.50092	1.18857	1.97616	-0.99255	
0	-2.50106	1.12536	2.05812	-1.16437	
0	-2.50163	1.06497	2.1316	-1.33411	
0	-2.50263	1.00733	2.19688	-1.49855	
0	-2.50404	0.952467	2.25417	-1.65465	
0	-2.50583	0.900574	2.30368	-1.79961	
0	-2.50795	0.851898	2.34561	-1.93093	
0	-2.51038	0.806728	2.38011	-2.04646	
0	-2.5131	0.765333	2.40734	-2.1444	
0	-2.51613	0.727927	2.42742	-2.22338	
0	-2.51952	0.694637	2.44049	-2.2824	
0	-2.52335	0.665482	2.44667	-2.32091	
0	-2.52773	0.640368	2.44611	-2.33873	
0	-2.53278	0.619103	2.43894	-2.33612	
0	-2.53861	0.601409	2.42535	-2.31367	
0	-2.54534	0.58695	2.40552	-2.2723	
0	-2.55306	0.57536	2.37973	-2.21327	
0	-2.56182	0.566275	2.34826	-2.13806	
0	-2.57166	0.559351	2.31148	-2.04835	
0	-2.58257	0.554285	2.26983	-1.94602	
0	-2.59448	0.550825	2.2238	-1.83303	
0	-2.6073	0.548774	2.17396	-1.7114	
0	-2.62092	0.547989	2.12093	-1.5832	
0	-2.63518	0.548367	2.06537	-1.45047	
0	-2.64993	0.549838	2.00798	-1.31517	
0	-2.665	0.552347	1.94944	-1.1792	
0	-2.68022	0.555845	1.89046	-1.04432	
0	-2.69545	0.560274	1.83169	-0.912178	
0	-2.71054	0.565558	1.77373	-0.784229	
0	-2.72539	0.571605	1.71715	-0.661774	
0	-2.7399	0.578297	1.6624	-0.545923	
0	-2.75402	0.585501	1.60989	-0.4376	
0	-2.76769	0.593071	1.55989	-0.337532	
0	-2.78091	0.600856	1.51264	-0.246257	
0	-2.79368	0.608708	1.46824	-0.164127	
0	-2.80602	0.616491	1.42675	-0.091312	
0	-2.81796	0.624085	1.38813	-0.0278116	
0	-2.82955	0.631393	1.3523	0.0265323	
0	-2.84082	0.638346	1.3191	0.0720232	
0	-2.85185	0.6449	1.28835	0.109094	
0	-2.86269	0.651038	1.25983	0.138291	
0	-2.87338	0.65677	1.23329	0.160256	
0	-2.88399	0.662124	1.20847	0.175707	
0	-2.89458	0.667149	1.1851	0.185426	
0	-2.90518	0.671905	1.16292	0.190234	
0	-2.91586	0.676463	1.14165	0.190977	
0	-2.92666	0.680898	1.12104	0.188509	
0	-2.93761	0.685289	1.10085	0.183678	
0	-2.94877	0.689709	1.08083	0.177309	
0	-2.96016	0.694231	1.06078	0.170194	
0	-2.97182	0.698919	1.04049	0.163078	
0	-2.98378	0.703829	1.01979	0.156651	
0	-2.99608	0.709008	0.9985	0.151543	
0	-3.00872	0.714492	0.976486	0.148311	
0	-3.02175	0.720309	0.953617	0.147444	
0	-3.03518	0.726476	0.929781	0.149353	
0	-3.04903	0.733001	0.904881	0.154378	
0	-3.06332	0.739883	0.878838	0.162782	
0	-3.07806	0.747116	0.851585	0.174759	
0	-3.09328	0.754687	0.823069	0.190438	
0	-3.10897	0.762578	0.793248	0.209885	
0	-3.12515	0.77077	0.762091	0.233113	
0	-3.14183	0.779238	0.729577	0.260085	
0	-3.159	0.787959	0.695694	0.290729	
0	-3.17668	0.796908	0.660434	0.324935	
0	-3.19486	0.80606	0.623795	0.362574	
0	-3.21355	0.81539	0.585776	0.4035	
0	-3.23275	0.824875	0.546379	0.447559	
0	-3.25245	0.83449	0.505603	0.4946	
0	-3.27266	0.844214	0.463442	0.544474	
0	-3.29338	0.854021	0.419886	0.597052	
0	-3.31462	0.86389	0.374916	0.652219	
0	-3.33637	0.873799	0.328503	0.70989	
